"gene_id","SYMBOL","GENENAME","GeneType"
"411","ARSB","arylsulfatase B","protein-coding"
"29958","DMGDH","dimethylglycine dehydrogenase","protein-coding"
"23743","BHMT2","betaine--homocysteine S-methyltransferase 2","protein-coding"
"635","BHMT","betaine--homocysteine S-methyltransferase","protein-coding"
"133746","JMY","junction mediating and regulatory protein, p53 cofactor","protein-coding"
"102724530","LOC102724530","uncharacterized LOC102724530","ncRNA"
"101929201","LOC101929201","uncharacterized LOC101929201","ncRNA"
"9456","HOMER1","homer scaffold protein 1","protein-coding"
"107986426","LOC107986426","uncharacterized LOC107986426","ncRNA"
"105379047","LOC105379047","uncharacterized LOC105379047","ncRNA"
"167153","TENT2","terminal nucleotidyltransferase 2","protein-coding"
"202333","CMYA5","cardiomyopathy associated 5","protein-coding"
"102724557","LOC102724557","uncharacterized LOC102724557","ncRNA"
"105379048","LOC105379048","uncharacterized LOC105379048","ncRNA"
"105616916","LINC01455","long intergenic non-protein coding RNA 1455","ncRNA"
"345778","MTX3","metaxin 3","protein-coding"
"7060","THBS4","thrombospondin 4","protein-coding"
"101929215","THBS4-AS1","THBS4 antisense RNA 1","ncRNA"
"256987","SERINC5","serine incorporator 5","protein-coding"
"644936","LOC644936","actin beta pseudogene","pseudo"
"84654","SPZ1","spermatogenic leucine zipper 1","protein-coding"
"441089","CRSP8P","mediator complex subunit 27 pseudogene","pseudo"
"9765","ZFYVE16","zinc finger FYVE-type containing 16","protein-coding"
"167555","FAM151B","family with sequence similarity 151 member B","protein-coding"
"340120","ANKRD34B","ankyrin repeat domain 34B","protein-coding"
"103689917","LINC01337","long intergenic non-protein coding RNA 1337","ncRNA"
"1719","DHFR","dihydrofolate reductase","protein-coding"
"100462981","MTRNR2L2","MT-RNR2 like 2 (pseudogene)","pseudo"
"4437","MSH3","mutS homolog 3","protein-coding"
"107986428","LOC107986428","uncharacterized LOC107986428","ncRNA"
"102524628","RASGRF2-AS1","RASGRF2 antisense RNA 1","ncRNA"
"5924","RASGRF2","Ras protein specific guanine nucleotide releasing factor 2","protein-coding"
"107986359","LOC107986359","",""
"1160","CKMT2","creatine kinase, mitochondrial 2","protein-coding"
"100131067","CKMT2-AS1","CKMT2 antisense RNA 1","ncRNA"
"84240","ZCCHC9","zinc finger CCHC-type containing 9","protein-coding"
"134526","ACOT12","acyl-CoA thioesterase 12","protein-coding"
"23635","SSBP2","single stranded DNA binding protein 2","protein-coding"
"107986384","LOC107986384","uncharacterized LOC107986384","ncRNA"
"107986385","LOC107986385","uncharacterized LOC107986385","ncRNA"
"83734","ATG10","autophagy related 10","protein-coding"
"6228","RPS23","ribosomal protein S23","protein-coding"
"92270","ATP6AP1L","ATPase H+ transporting accessory protein 1 like (pseudogene)","pseudo"
"105379050","LOC105379050","uncharacterized LOC105379050","ncRNA"
"100616297","MIR3977","microRNA 3977","ncRNA"
"102546175","LINC01338","long intergenic non-protein coding RNA 1338","ncRNA"
"107986430","LOC107986430","uncharacterized LOC107986430","ncRNA"
"105379051","LOC105379051","uncharacterized LOC105379051","ncRNA"
"105379052","LOC105379052","uncharacterized LOC105379052","ncRNA"
"153339","TMEM167A","transmembrane protein 167A","protein-coding"
"677765","SCARNA18","small Cajal body-specific RNA 18","ncRNA"
"7518","XRCC4","X-ray repair cross complementing 4","protein-coding"
"105379053","LOC105379053","uncharacterized LOC105379053","ncRNA"
"1462","VCAN","versican","protein-coding"
"107986431","LOC107986431","",""
"105379054","VCAN-AS1","VCAN antisense RNA 1","ncRNA"
"1404","HAPLN1","hyaluronan and proteoglycan link protein 1","protein-coding"
"105379055","LOC105379055","",""
"107986386","LOC107986386","uncharacterized LOC107986386","ncRNA"
"10085","EDIL3","EGF like repeats and discoidin domains 3","protein-coding"
"105379057","EDIL3-DT","EDIL3 divergent transcript","ncRNA"
"105379059","LOC105379059","uncharacterized LOC105379059","ncRNA"
"101929321","LOC101929321","uncharacterized LOC101929321","ncRNA"
"105379061","LOC105379061","uncharacterized LOC105379061","ncRNA"
"105379062","LOC105379062","uncharacterized LOC105379062","ncRNA"
"105379063","LOC105379063","uncharacterized LOC105379063","ncRNA"
"285622","NBPF22P","NBPF member 22, pseudogene","pseudo"
"105379064","LOC105379064","uncharacterized LOC105379064","ncRNA"
"1350","COX7C","cytochrome c oxidase subunit 7C","protein-coding"
"109623460","SNORD138","small nucleolar RNA, C/D box 138","snoRNA"
"100505878","LINC02059","long intergenic non-protein coding RNA 2059","ncRNA"
"645261","LOC645261","PP565","ncRNA"
"105379065","LOC105379065","uncharacterized LOC105379065","ncRNA"
"100422887","MIR4280","microRNA 4280","ncRNA"
"101929380","LOC101929380","uncharacterized LOC101929380","ncRNA"
"55338","LINC01949","long intergenic non-protein coding RNA 1949","ncRNA"
"5921","RASA1","RAS p21 protein activator 1","protein-coding"
"902","CCNH","cyclin H","protein-coding"
"644285","LOC644285","uncharacterized LOC644285","ncRNA"
"105379066","LOC105379066","uncharacterized LOC105379066","ncRNA"
"111082994","LINC02488","long intergenic non-protein coding RNA 2488","ncRNA"
"105379069","LINC02144","long intergenic non-protein coding RNA 2144","ncRNA"
"105379070","LOC105379070","uncharacterized LOC105379070","ncRNA"
"153396","TMEM161B","transmembrane protein 161B","protein-coding"
"112267943","LOC112267943","replaced by ID 153396",""
"100505894","TMEM161B-DT","TMEM161B divergent transcript","ncRNA"
"102546226","LINC02060","long intergenic non-protein coding RNA 2060","ncRNA"
"645323","LINC00461","long intergenic non-protein coding RNA 461","ncRNA"
"407047","MIR9-2","microRNA 9-2","ncRNA"
"109729137","MEF2C-AS2","MEF2C antisense RNA 2","ncRNA"
"4208","MEF2C","myocyte enhancer factor 2C","protein-coding"
"107986361","LOC107986361","",""
"101929423","MEF2C-AS1","MEF2C antisense RNA 1","ncRNA"
"107986360","LOC107986360","",""
"105379074","LOC105379074","uncharacterized LOC105379074","ncRNA"
"105379073","LOC105379073","uncharacterized LOC105379073","ncRNA"
"107986387","LOC107986387","uncharacterized LOC107986387","ncRNA"
"105379076","LINC02161","long intergenic non-protein coding RNA 2161","ncRNA"
"102724637","LOC102724637","uncharacterized LOC102724637","ncRNA"
"100500825","MIR3660","microRNA 3660","ncRNA"
"101929495","LINC01339","long intergenic non-protein coding RNA 1339","ncRNA"
"1070","CETN3","centrin 3","protein-coding"
"731157","LOC731157","uncharacterized LOC731157","ncRNA"
"153364","MBLAC2","metallo-beta-lactamase domain containing 2","protein-coding"
"10622","POLR3G","RNA polymerase III subunit G","protein-coding"
"116068","LYSMD3","LysM domain containing 3","protein-coding"
"84059","ADGRV1","adhesion G protein-coupled receptor V1","protein-coding"
"105379077","LOC105379077","uncharacterized LOC105379077","ncRNA"
"107986432","LOC107986432","uncharacterized LOC107986432","ncRNA"
"107986433","LOC107986433","uncharacterized LOC107986433","ncRNA"
"100505994","LUCAT1","lung cancer associated transcript 1","ncRNA"
"57561","ARRDC3","arrestin domain containing 3","protein-coding"
"100129716","ARRDC3-AS1","ARRDC3 antisense RNA 1","ncRNA"
"107986434","LOC107986434","uncharacterized LOC107986434","ncRNA"
"105379078","LOC105379078","uncharacterized LOC105379078","ncRNA"
"105379080","LOC105379080","uncharacterized LOC105379080","ncRNA"
"105379082","LOC105379082","uncharacterized LOC105379082","ncRNA"
"107984117","LINC02058","long intergenic non-protein coding RNA 2058","ncRNA"
"107986388","LOC107986388","uncharacterized LOC107986388","ncRNA"
"105379083","LOC105379083","uncharacterized LOC105379083","ncRNA"
"441094","NR2F1-AS1","NR2F1 antisense RNA 1","ncRNA"
"7025","NR2F1","nuclear receptor subfamily 2 group F member 1","protein-coding"
"83989","FAM172A","family with sequence similarity 172 member A","protein-coding"
"100313887","MIR2277","microRNA 2277","ncRNA"
"134187","POU5F2","POU domain class 5, transcription factor 2","protein-coding"
"105379087","LOC105379087","uncharacterized LOC105379087","ncRNA"
"285600","KIAA0825","KIAA0825","protein-coding"
"105379086","LOC105379086","",""
"84250","SLF1","SMC5-SMC6 complex localization factor 1","protein-coding"
"79772","MCTP1","multiple C2 and transmembrane domain containing 1","protein-coding"
"105379085","LOC105379085","uncharacterized LOC105379085","ncRNA"
"105379089","LOC105379089","uncharacterized LOC105379089","ncRNA"
"153643","FAM81B","family with sequence similarity 81 member B","protein-coding"
"9652","SKIC3","SKI3 subunit of superkiller complex","protein-coding"
"153642","ARSK","arylsulfatase family member K","protein-coding"
"285601","GPR150","G protein-coupled receptor 150","protein-coding"
"112267933","LOC112267933","uncharacterized LOC112267933","ncRNA"
"317671","RFESD","Rieske Fe-S domain containing","protein-coding"
"83890","SPATA9","spermatogenesis associated 9","protein-coding"
"105379090","LOC105379090","uncharacterized LOC105379090","ncRNA"
"22836","RHOBTB3","Rho related BTB domain containing 3","protein-coding"
"2745","GLRX","glutaredoxin","protein-coding"
"102724720","LOC102724720","uncharacterized LOC102724720","ncRNA"
"202299","LINC01554","long intergenic non-protein coding RNA 1554","ncRNA"
"105379091","LOC105379091","uncharacterized LOC105379091","ncRNA"
"22936","ELL2","elongation factor for RNA polymerase II 2","protein-coding"
"101929710","LOC101929710","uncharacterized LOC101929710","ncRNA"
"105379096","LOC105379096","uncharacterized LOC105379096","ncRNA"
"107984114","MIR583HG","MIR583 host gene","ncRNA"
"693168","MIR583","microRNA 583","ncRNA"
"105379675","LOC105379675","uncharacterized LOC105379675","ncRNA"
"107986365","LOC107986365","uncharacterized LOC107986365","ncRNA"
"5122","PCSK1","proprotein convertase subtilisin/kexin type 1","protein-coding"
"107986362","LOC107986362","",""
"831","CAST","calpastatin","protein-coding"
"107986364","LOC107986364","",""
"107986363","LOC107986363","uncharacterized LOC107986363","ncRNA"
"105379094","LOC105379094","",""
"51752","ERAP1","endoplasmic reticulum aminopeptidase 1","protein-coding"
"102724748","LOC102724748","",""
"64167","ERAP2","endoplasmic reticulum aminopeptidase 2","protein-coding"
"4012","LNPEP","leucyl and cystinyl aminopeptidase","protein-coding"
"101926893","LIX1-AS1","LIX1 and RIOK2 antisense RNA 1","ncRNA"
"167410","LIX1","limb and CNS expressed 1","protein-coding"
"55781","RIOK2","RIO kinase 2","protein-coding"
"102546227","LINC01340","long intergenic non-protein coding RNA 1340","ncRNA"
"109729164","LINC02234","long intergenic non-protein coding RNA 2234","ncRNA"
"105379098","LINC01846","long intergenic non-protein coding RNA 1846","ncRNA"
"285704","RGMB","repulsive guidance molecule BMP co-receptor b","protein-coding"
"503569","RGMB-AS1","RGMB antisense RNA 1","ncRNA"
"107986435","LOC107986435","",""
"105379099","LOC105379099","uncharacterized LOC105379099","ncRNA"
"1105","CHD1","chromodomain helicase DNA binding protein 1","protein-coding"
"102724810","CHD1-DT","CHD1 divergent transcript","ncRNA"
"100289230","LOC100289230","uncharacterized LOC100289230","ncRNA"
"107986436","LOC107986436","uncharacterized LOC107986436","ncRNA"
"100652833","LOC100652833","putative POM121-like protein 1-like","pseudo"
"102724855","LINC02113","long intergenic non-protein coding RNA 2113","ncRNA"
"105379101","LOC105379101","uncharacterized LOC105379101","ncRNA"
"100133050","GUSBP19","GUSB pseudogene 19","pseudo"
"105379100","LOC105379100","uncharacterized LOC105379100","ncRNA"
"345757","FAM174A","family with sequence similarity 174 member A","protein-coding"
"7903","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","protein-coding"
"100302288","MIR548P","microRNA 548p","ncRNA"
"107986437","LOC107986437","uncharacterized LOC107986437","ncRNA"
"107986438","LOC107986438","uncharacterized LOC107986438","ncRNA"
"105379102","LOC105379102","uncharacterized LOC105379102","ncRNA"
"353189","SLCO4C1","solute carrier organic anion transporter family member 4C1","protein-coding"
"133482","SLCO6A1","solute carrier organic anion transporter family member 6A1","protein-coding"
"100861468","LINC00492","long intergenic non-protein coding RNA 492","ncRNA"
"285708","LINC00491","long intergenic non-protein coding RNA 491","ncRNA"
"105379104","LOC105379104","uncharacterized LOC105379104","ncRNA"
"5066","PAM","peptidylglycine alpha-amidating monooxygenase","protein-coding"
"105379105","LOC105379105","uncharacterized LOC105379105","ncRNA"
"54826","GIN1","gypsy retrotransposon integrase 1","protein-coding"
"23262","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2","protein-coding"
"90355","MACIR","macrophage immunometabolism regulator","protein-coding"
"102467212","LINC02115","long intergenic non-protein coding RNA 2115","ncRNA"
"83594","NUDT12","nudix hydrolase 12","protein-coding"
"105379107","LOC105379107","uncharacterized LOC105379107","ncRNA"
"101930276","LOC101930276","uncharacterized LOC101930276","ncRNA"
"107986389","NIHCOLE","ncRNA involved in NHEJ oncogenic ligation efficiency","ncRNA"
"105379109","LOC105379109","uncharacterized LOC105379109","ncRNA"
"105379111","LOC105379111","",""
"9366","RAB9BP1","RAB9B, member RAS oncogene family pseudogene 1","pseudo"
"105379110","LOC105379110","uncharacterized LOC105379110","ncRNA"
"107986439","LOC107986439","",""
"102467213","LINC01950","long intergenic non-protein coding RNA 1950","ncRNA"
"1946","EFNA5","ephrin A5","protein-coding"
"64839","FBXL17","F-box and leucine rich repeat protein 17","protein-coding"
"105379114","LOC105379114","uncharacterized LOC105379114","ncRNA"
"107986440","LOC107986440","uncharacterized LOC107986440","ncRNA"
"100652853","LINC01023","long intergenic non-protein coding RNA 1023","ncRNA"
"2241","FER","FER tyrosine kinase","protein-coding"
"285638","LOC285638","uncharacterized LOC285638","ncRNA"
"9867","PJA2","praja ring finger ubiquitin ligase 2","protein-coding"
"105379117","LOC105379117","uncharacterized LOC105379117","ncRNA"
"105379118","LOC105379118","",""
"4124","MAN2A1","mannosidase alpha class 2A member 1","protein-coding"
"100289673","LINC01848","long intergenic non-protein coding RNA 1848","ncRNA"
"105379119","LOC105379119","uncharacterized LOC105379119","ncRNA"
"642987","TMEM232","transmembrane protein 232","protein-coding"
"100302159","MIR548F3","microRNA 548f-3","ncRNA"
"91137","SLC25A46","solute carrier family 25 member 46","protein-coding"
"105379121","LOC105379121","uncharacterized LOC105379121","ncRNA"
"85480","TSLP","thymic stromal lymphopoietin","protein-coding"
"134430","WDR36","WD repeat domain 36","protein-coding"
"814","CAMK4","calcium/calmodulin dependent protein kinase IV","protein-coding"
"134429","STARD4","StAR related lipid transfer domain containing 4","protein-coding"
"100505678","STARD4-AS1","STARD4 antisense RNA 1","ncRNA"
"105369177","LOC105369177","uncharacterized LOC105369177","ncRNA"
"9315","NREP","neuronal regeneration related protein","protein-coding"
"105379122","LOC105379122","uncharacterized LOC105379122","ncRNA"
"100873948","NREP-AS1","NREP antisense RNA 1","ncRNA"
"64097","EPB41L4A","erythrocyte membrane protein band 4.1 like 4A","protein-coding"
"114915","EPB41L4A-AS1","EPB41L4A antisense RNA 1","ncRNA"
"654322","SNORA13","small nucleolar RNA, H/ACA box 13","snoRNA"
"101927023","LOC101927023","uncharacterized LOC101927023","ncRNA"
"54508","EPB41L4A-DT","EPB41L4A divergent transcript","ncRNA"
"102467214","LINC02200","long intergenic non-protein coding RNA 2200","ncRNA"
"102467216","LOC102467216","uncharacterized LOC102467216","ncRNA"
"324","APC","APC regulator of WNT signaling pathway","protein-coding"
"6728","SRP19","signal recognition particle 19","protein-coding"
"7905","REEP5","receptor accessory protein 5","protein-coding"
"105379123","LOC105379123","uncharacterized LOC105379123","ncRNA"
"105379126","LOC105379126","uncharacterized LOC105379126","ncRNA"
"167227","DCP2","decapping mRNA 2","protein-coding"
"4163","MCC","MCC regulator of WNT signaling pathway","protein-coding"
"107986366","LOC107986366","uncharacterized LOC107986366","ncRNA"
